1,265518,0.1324264771159618,0.1324264771159618
2,274872,0.1370917625841512,0.269518239700113
3,239031,0.11921614825173989,0.3887343879518529
4,198289,0.09889617171282909,0.487630559664682
5,162432,0.08101257741810314,0.5686431370827851
6,132932,0.06629952190050782,0.6349426589832929
7,108409,0.054068733410406467,0.6890113923936994
8,89185,0.044480808689380966,0.7334922010830803
9,74366,0.03708986734310147,0.7705820684261818
10,61895,0.030869985466493634,0.8014520538926755
11,52040,0.02595482742832747,0.8274068813210029
12,43742,0.02181621947290354,0.8492231007939065
13,36822,0.018364885771826944,0.8675879865657334
14,31421,0.015671149742995338,0.8832591363087288
15,26676,0.01330459216906348,0.8965637284777922
16,22757,0.011350000149624293,0.9079137286274165
17,19396,0.009673709315907756,0.9175874379433242
18,16802,0.008379957925648697,0.9259673958689729
19,14639,0.007301166770239928,0.9332685626392129
20,12617,0.006292699032728818,0.9395612616719416
21,11076,0.005524128912301212,0.9450853905842429
22,9660,0.0048179022474566366,0.9499032928316995
23,8750,0.0043640418908121705,0.9542673347225117
24,7683,0.003831878153955418,0.9580992128764672
25,6830,0.0034064464130568145,0.9615056592895239
26,6250,0.0031171727791515507,0.9646228320686755
27,5608,0.0027969767912771034,0.9674198088599526
28,5046,0.002516680614975796,0.9699364894749284
29,4490,0.0022393769245424738,0.9721758663994708
30,4107,0.002048356576636067,0.9742242229761069
31,3666,0.0018284088653391334,0.976052631841446
32,3483,0.0017371380463655761,0.9777897698878115
33,3161,0.0015765413047836882,0.9793663111925952
34,3021,0.0015067166345306934,0.9808730278271259
35,2816,0.0014044733673745226,0.9822775011945004
36,2496,0.0012448741210819632,0.9835223753155824
37,2346,0.001170061974382326,0.9846924372899647
38,2179,0.0010867711177233966,0.9857792084076881
39,2023,0.0010089664851557739,0.9867881748928439
40,1948,0.0009715604118059552,0.9877597353046498
41,1791,0.0008932570315936683,0.9886529923362435
42,1660,0.0008279210901426518,0.9894809134263861
43,1610,0.0008029837079094394,0.9902838971342955
44,1442,0.0007191941036058457,0.9910030912379014
45,1284,0.0006403919757488945,0.9916434832136504
46,1296,0.0006463769474848655,0.9922898601611352
47,1172,0.0005845322395464988,0.9928743924006816
48,1049,0.0005231862792527963,0.9933975786799344
49,1011,0.0005042338687555548,0.9939018125486899
50,977,0.0004872764488369704,0.9943890889975269
51,845,0.0004214417597412896,0.9948105307572681
