9354,1,4.98747644664248e-07,7.979962314627968e-06
9154,1,4.98747644664248e-07,7.979962314627968e-06
9072,1,4.98747644664248e-07,7.979962314627968e-06
9181,1,4.98747644664248e-07,7.979962314627968e-06
9008,1,4.98747644664248e-07,7.979962314627968e-06
9489,1,4.98747644664248e-07,7.979962314627968e-06
9393,1,4.98747644664248e-07,7.979962314627968e-06
9372,1,4.98747644664248e-07,7.979962314627968e-06
9173,1,4.98747644664248e-07,7.979962314627968e-06
9401,1,4.98747644664248e-07,7.979962314627968e-06
9024,1,4.98747644664248e-07,7.979962314627968e-06
9161,1,4.98747644664248e-07,7.979962314627968e-06
9021,1,4.98747644664248e-07,7.979962314627968e-06
9495,1,4.98747644664248e-07,7.979962314627968e-06
9404,1,4.98747644664248e-07,7.979962314627968e-06
9186,1,4.98747644664248e-07,7.979962314627968e-06
9028,2,9.97495289328496e-07,2.2942391654555407e-05
9290,2,9.97495289328496e-07,2.2942391654555407e-05
6812,2,9.97495289328496e-07,2.2942391654555407e-05
9187,2,9.97495289328496e-07,2.2942391654555407e-05
6832,2,9.97495289328496e-07,2.2942391654555407e-05
9169,2,9.97495289328496e-07,2.2942391654555407e-05
9055,2,9.97495289328496e-07,2.2942391654555407e-05
9320,2,9.97495289328496e-07,2.2942391654555407e-05
6822,2,9.97495289328496e-07,2.2942391654555407e-05
9030,2,9.97495289328496e-07,2.2942391654555407e-05
9451,2,9.97495289328496e-07,2.2942391654555407e-05
9188,2,9.97495289328496e-07,2.2942391654555407e-05
9018,2,9.97495289328496e-07,2.2942391654555407e-05
9376,2,9.97495289328496e-07,2.2942391654555407e-05
9468,2,9.97495289328496e-07,2.2942391654555407e-05
9047,3,1.4962429339927442e-06,5.1371007400417586e-05
9474,3,1.4962429339927442e-06,5.1371007400417586e-05
9034,3,1.4962429339927442e-06,5.1371007400417586e-05
9358,3,1.4962429339927442e-06,5.1371007400417586e-05
9020,3,1.4962429339927442e-06,5.1371007400417586e-05
9405,3,1.4962429339927442e-06,5.1371007400417586e-05
9317,3,1.4962429339927442e-06,5.1371007400417586e-05
9180,3,1.4962429339927442e-06,5.1371007400417586e-05
6827,3,1.4962429339927442e-06,5.1371007400417586e-05
9328,3,1.4962429339927442e-06,5.1371007400417586e-05
9062,3,1.4962429339927442e-06,5.1371007400417586e-05
9316,3,1.4962429339927442e-06,5.1371007400417586e-05
9255,3,1.4962429339927442e-06,5.1371007400417586e-05
9026,3,1.4962429339927442e-06,5.1371007400417586e-05
6837,3,1.4962429339927442e-06,5.1371007400417586e-05
6828,3,1.4962429339927442e-06,5.1371007400417586e-05
9036,3,1.4962429339927442e-06,5.1371007400417586e-05
6839,3,1.4962429339927442e-06,5.1371007400417586e-05
6826,3,1.4962429339927442e-06,5.1371007400417586e-05
9032,4,1.994990578656992e-06,7.531089434430149e-05
